suburb,density,property,price,rooms,bedroom,toilets,ensuite,condition,constituency,council,carport,pool,furnished,cottage,power,pbackup,water,wbackup,gated,garden
AVENUES,LOW,COTTAGE,1200,4,2,2,1,5,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,1
AVONDALE,LOW,COTTAGE,1200,4,2,1,0,5,MOUNT PLEASANT,HARARE MUNICIPALITY,1,0,1,0,1,1,1,1,0,1
AVONLEA,LOW,HOUSE,1200,5,3,2,1,4,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
BELVEDERE,LOW,COTTAGE,550,3,1,1,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
MARLBOROUGH,LOW,HOUSE,900,5,3,2,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
VAINONA,LOW,CLUSTER,180,1,0,1,1,3,HARARE EAST,HARARE MUNICIPALITY,1,0,1,1,1,1,1,0,0,1
WESTGATE,LOW,HOUSE,1250,7,5,2,1,3,HARARE WEST,HARARE MUNICIPALITY,1,0,1,2,1,1,1,1,0,1
GREENDALE,LOW,COTTAGE,700,4,2,2,1,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
SHAWASHA HILLS,LOW,COTTAGE,350,2,1,1,1,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,1,1
CROWHILL,LOW,COTTAGE,350,2,0,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,1,1,0,1,1,1,1,0,1
HELENSVALE,LOW,FLAT,1200,6,3,2,1,4,HARARE EAST,HARARE MUNICIPALITY,2,0,1,1,1,0,1,0,0,1
MARLBOROUGH,LOW,FLAT,1100,4,2,1,0,4,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,0
CHISIPITE,LOW,COTTAGE,350,2,0,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
BORROWDALE,LOW,HOUSE,1100,5,2,2,0,4,HARARE EAST,HARARE MUNICIPALITY,0,0,0,2,1,0,1,1,0,0
BORROWDALE WEST,LOW,COTTAGE,1000,5,3,2,1,4,HARARE EAST,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,1,1
AVENUES,LOW,FLAT,1000,5,3,2,1,4,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,0
BORROWDALE WEST,LOW,HOUSE,1200,7,5,3,1,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,1,1,0,1,0,0,1
MARLBOROUGH,LOW,HOUSE,1200,7,5,6,5,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,1,1,1,0,1
BELVEDERE,LOW,HOUSE,1200,7,4,2,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
MOUNT PLEASANT,LOW,HOUSE,1200,7,4,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,0,1
WESTGATE,LOW,HOUSE,1200,7,4,2,1,3,HARARE WEST,HARARE MUNICIPALITY,2,0,1,1,1,0,1,1,0,1
GREENDALE,LOW,HOUSE,1200,7,3,2,1,3,SUNNINGDALE,HARARE MUNICIPALITY,1,0,1,1,1,1,1,1,0,1
GLEN LORNE,LOW,COTTAGE,850,5,3,2,1,3,HARARE EAST,HARARE MUNICIPALITY,3,0,0,0,1,0,1,1,1,1
BLOOMINGDALE,LOW,HOUSE,1000,6,4,2,1,3,HARARE WEST,HARARE MUNICIPALITY,1,0,1,0,1,1,1,1,0,1
EASTLEA,LOW,COTTAGE,500,3,1,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,1,0,0,0,1,0,1,0,0,1
MSASA PARK,LOW,COTTAGE,500,3,1,1,0,3,HATFIELD,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,0,1
GREYSTONE PARK,LOW,CLUSTER,800,6,3,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
GUNHILL,LOW,COTTAGE,500,3,1,1,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
SHAWASHA HILLS,LOW,COTTAGE,500,3,1,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,1,1,1,1,1
MABELREIGN,LOW,COTTAGE,500,3,1,1,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,1,1,0,1,1,0,1
BLOOMINGDALE,LOW,COTTAGE,330,2,0,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
NORTHWOOD,LOW,HOUSE,1800,11,5,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,1,1,1,1,1,1,1,0,0,1
HELENSVALE,LOW,COTTAGE,650,4,3,1,0,3,HARARE EAST,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,1
CROWHILL,LOW,HOUSE,800,5,3,1,0,3,HARARE EAST,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,0,1
MARANATHA,LOW,COTTAGE,640,4,2,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
ALEXANDRA PARK,LOW,COTTAGE,480,3,1,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
CHISIPITE,LOW,COTTAGE,600,4,2,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
AVONLEA,LOW,COTTAGE,320,2,0,1,0,3,HARARE WEST,HARARE MUNICIPALITY,1,0,0,0,1,0,1,0,0,1
MOUNT PLEASANT,LOW,HOUSE,1100,7,4,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
MILTON PARK,LOW,COTTAGE,620,4,2,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,0,0,1,0,1,1,0,1
MOUNT PLEASANT,LOW,HOUSE,1200,8,4,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,0,1
MARLBOROUGH,LOW,HOUSE,900,6,3,2,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
BLUFF HILL,LOW,COTTAGE,900,6,3,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
LENANA PARK,LOW,COTTAGE,600,4,2,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
MOUNT PLEASANT,LOW,COTTAGE,750,5,3,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,0,1
VAINONA,LOW,COTTAGE,600,4,2,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
STRATHAVEN,LOW,COTTAGE,600,4,1,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,1
ARLINGTON,LOW,COTTAGE,600,4,3,2,1,3,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
NEWLANDS,LOW,COTTAGE,480,4,2,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,1,1,0,1,0,1,0,0,1
BORROWDALE,LOW,COTTAGE,600,4,2,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
HOGERTY HILL,LOW,COTTAGE,450,3,1,2,1,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
MILTON PARK,LOW,CLUSTER,360,3,2,2,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
HOGERTY HILL,LOW,COTTAGE,450,3,1,1,1,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,1,1,1,0,1
BALLANTYNE PARK,LOW,COTTAGE,300,2,0,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
POMONA,LOW,COTTAGE,300,2,1,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
ASHBRITTLE,LOW,COTTAGE,300,2,0,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
AVONDALE,LOW,CLUSTER,240,2,0,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,1,0,0,1,0,1,0,0,1
VAINONA,LOW,CLUSTER,120,1,0,1,1,3,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
EASTLEA,LOW,CLUSTER,350,3,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
NKWISI GARDENS,LOW,COTTAGE,350,3,1,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
CROWHILL,LOW,COTTAGE,300,2,0,1,1,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
HILLSIDE,LOW,COTTAGE,300,2,0,1,1,3,SUNNINGDALE,HARARE MUNICIPALITY,1,0,1,0,1,1,1,1,0,1
AVONDALE,LOW,COTTAGE,300,2,0,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,1,1,0,0,1
HILLSIDE,LOW,COTTAGE,300,2,0,1,0,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,1,1,0,0,1
GREENDALE,LOW,HOUSE,850,6,3,2,1,3,SUNNINGDALE,HARARE MUNICIPALITY,2,0,1,2,1,1,1,1,0,1
AVONDALE,LOW,HOUSE,700,5,3,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,1,0,0,0,1,0,1,0,0,1
MONAVALE,LOW,COTTAGE,700,5,2,2,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,1,0,1,0,1,1,0,1
MALBEREIGN,LOW,COTTAGE,700,5,3,1,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
COLNE VALLEY,LOW,COTTAGE,350,3,1,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
EMERALD HILL,LOW,COTTAGE,350,3,1,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
MADOKERO,LOW,HOUSE,1000,5,2,1,0,4,HARARE WEST,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,1,0
MSASA PARK,LOW,CLUSTER,480,2,0,1,1,4,HATFIELD,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
MOUNT PLEASANT,LOW,CLUSTER,140,1,0,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
ARLINGTON,LOW,CLUSTER,345,3,1,2,1,3,HUNYANI,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
WESTGATE,LOW,CLUSTER,230,2,1,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,1,0
MONAVALE,LOW,CLUSTER,340,3,1,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,1,1,1,0,0
HELENSVALE,LOW,COTTAGE,480,2,0,1,1,4,HARARE EAST,HARARE MUNICIPALITY,1,0,0,0,1,0,1,0,0,1
AVONDALE,LOW,CLUSTER,450,2,0,1,1,4,MOUNT PLEASANT,HARARE MUNICIPALITY,2,0,1,0,1,1,1,1,1,0
NKWISI GARDENS,LOW,CLUSTER,450,2,1,1,0,4,HARARE WEST,HARARE MUNICIPALITY,2,0,1,0,1,0,1,1,1,1
GROOMBRIDGE,LOW,COTTAGE,450,4,2,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
GUNHILL,LOW,COTTAGE,450,4,1,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
ALEXANDRA PARK,LOW,COTTAGE,450,4,2,2,2,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
MONAVALE,LOW,CLUSTER,140,1,0,1,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,1,1,0,0,1
BLUFF HILL,LOW,COTTAGE,450,4,2,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
MANDARA,LOW,COTTAGE,450,4,2,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
STRATHAVEN,LOW,CLUSTER,140,1,0,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
MALBEREIGN,LOW,COTTAGE,450,2,0,1,1,4,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
MSASA PARK,LOW,CLUSTER,430,2,1,1,0,4,HATFIELD,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
GLEN LORNE,LOW,HOUSE,550,5,4,3,2,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
MARLBOROUGH,LOW,CLUSTER,420,2,0,1,0,4,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,1,1,1,0,1
NKWISI GARDENS,LOW,CLUSTER,330,3,1,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
STRATHAVEN,LOW,CLUSTER,140,1,0,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
LENANA PARK,LOW,HOUSE,550,4,2,2,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
MARLBOROUGH,LOW,CLUSTER,550,4,2,1,0,3,HARARE WEST,HARARE MUNICIPALITY,1,0,1,0,1,1,1,1,0,1
MABELREIGN,LOW,COTTAGE,550,4,1,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
MILTON PARK,LOW,HOUSE,800,6,2,2,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
HIGHLANDS,LOW,COTTAGE,800,6,2,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,0,1
ASHBRITTLE,LOW,HOUSE,800,6,3,2,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
GREENDALE,LOW,HOUSE,800,6,3,2,1,3,SUNNINGDALE,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
MABELREIGN,LOW,CLUSTER,400,3,0,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,2,0,0,0,1,1,1,1,0,1
BELGRAVIA,LOW,COTTAGE,400,3,2,2,1,3,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,0,0,1,0,1,1,0,1
BLUFF HILL,LOW,COTTAGE,400,3,2,2,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
SHAWASHA HILLS,LOW,COTTAGE,650,6,3,2,1,3,HARARE EAST,HARARE MUNICIPALITY,0,1,1,3,1,1,1,1,0,1
AVONDALE,LOW,COTTAGE,400,3,1,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
ASHDON PARK,LOW,COTTAGE,325,3,1,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
ARLINGTON ESTATE,LOW,COTTAGE,530,4,2,1,0,3,HUNYANI,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,0
BLOOMINGDALE,LOW,COTTAGE,600,5,2,2,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,1,1,1,0,1
ARLINGTON ESTATE,LOW,HOUSE,600,5,3,2,1,3,HUNYANI,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,1,1
ASHDON PARK,LOW,COTTAGE,400,3,1,1,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
AVONLEA,LOW,COTTAGE,400,3,1,1,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
GROOMBRIDGE,LOW,COTTAGE,600,5,3,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,1,1,0,0,1
WESTGATE,LOW,COTTAGE,450,4,2,1,0,3,HARARE WEST,HARARE MUNICIPALITY,1,0,1,0,1,1,1,1,0,1
COLNE VALLEY,LOW,COTTAGE,400,3,1,1,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
MABELREIGN,LOW,COTTAGE,350,3,1,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
MSASA PARK,LOW,COTTAGE,250,2,1,1,1,3,HATFIELD,HARARE MUNICIPALITY,0,0,1,2,1,1,1,1,0,1
BLUFF HILL,LOW,HOUSE,480,5,3,2,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,1,1
POMONA,LOW,COTTAGE,400,3,1,1,0,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
BLUFF HILL,LOW,COTTAGE,650,5,3,2,1,3,HARARE WEST,HARARE MUNICIPALITY,1,0,0,0,1,0,1,0,0,1
BLUFF HILL,LOW,COTTAGE,650,5,2,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
MOUNT PLEASANT,LOW,HOUSE,650,5,3,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,1,1,1,0,1
MANDARA,LOW,COTTAGE,650,5,2,1,0,3,HARARE EAST,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,0,1
WESTGATE,LOW,CLUSTER,520,4,1,1,1,3,HARARE WEST,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,0,1
MOUNT PLEASANT,LOW,CLUSTER,130,1,0,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
WESTGATE,LOW,FLAT,900,7,4,2,1,3,HARARE WEST,HARARE MUNICIPALITY,2,0,1,0,1,0,1,0,0,1
NORTHWOOD,LOW,FLAT,480,5,3,2,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
WESTGATE,LOW,CLUSTER,380,3,2,2,1,3,HARARE WEST,HARARE MUNICIPALITY,1,0,0,0,1,1,1,1,0,1
NEWLANDS,LOW,COTTAGE,380,3,1,1,1,3,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,1
AVENUES,LOW,COTTAGE,450,5,2,2,1,2,HARARE CENTRAL,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
BLUFF HILL,LOW,HOUSE,450,5,3,1,1,2,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,1,1
NORTHWOOD,LOW,HOUSE,500,6,3,2,1,2,MOUNT PLEASANT,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
MILTON PARK,LOW,CLUSTER,380,3,1,1,0,3,HARARE CENTRAL,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,0,1
GREENDALE,LOW,COTTAGE,160,2,1,1,0,2,SUNNINGDALE,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
SHAWASHA HILLS,LOW,COTTAGE,160,2,0,1,1,2,HARARE EAST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
NORTHWOOD,LOW,COTTAGE,500,4,2,1,0,3,MOUNT PLEASANT,HARARE MUNICIPALITY,1,0,1,0,1,0,1,0,0,1
EMERALD HILL,LOW,COTTAGE,500,4,1,1,1,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
BORROWDALE,LOW,COTTAGE,500,4,2,2,1,3,HARARE EAST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,0,0,1
MSASA PARK,LOW,COTTAGE,250,2,0,1,3,3,HATFIELD,HARARE MUNICIPALITY,0,0,0,0,1,1,1,1,0,1
ASHBRITTLE,LOW,COTTAGE,250,2,0,1,0,3,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
MARLBOROUGH,LOW,COTTAGE,320,4,3,3,2,2,HARARE WEST,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,1
MARLBOROUGH,LOW,CLUSTER,400,2,0,1,0,4,HARARE WEST,HARARE MUNICIPALITY,0,0,1,0,1,0,1,1,0,1
